"Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))"
4150,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4200,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4250,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4300,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4350,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4400,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4450,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4500,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4550,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4600,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4650,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4700,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4750,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4800,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4850,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4900,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
4950,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
5000,0,-0.002167,-0.002167,3312.8,3312.8,0,14.086,14.086,3390.6,3390.7,0,-0.0022124,-0.0022124,3305.3,3305.3,0,-14.083,-14.083,3292.7,3292.7,0,-0.016583,-0.016583,3302.7,3302.7,0,0.010655,0.010655,3307.9,3307.9,0,3.1751,3.1751,24.638,24.647
