"Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))"
4350,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4400,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4450,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4500,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4550,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4600,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4650,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4700,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4750,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4800,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4850,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4900,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4950,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
5000,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
